scorer,,,BidayeLab,BidayeLab,BidayeLab,BidayeLab,BidayeLab,BidayeLab,BidayeLab,BidayeLab,BidayeLab,BidayeLab
bodyparts,,,R-F-ThC,R-F-ThC,R-F-CTr,R-F-CTr,R-F-FeTi,R-F-FeTi,R-F-TiTa,R-F-TiTa,R-F-TaG,R-F-TaG
coords,,,x,y,x,y,x,y,x,y,x,y
labeled-data,BPN_N1_A-07032022194818-0000,img051.png,,,,,909.2639603285122,507.93388558924664,877.037980618944,623.0266702662764,930.7479468015576,788.7602802011992
labeled-data,BPN_N1_A-07032022194818-0000,img062.png,871.4101465589231,513.730793214375,820.657681288991,632.4031666055464,938.9886804558492,549.0259138486641,1076.5321407257954,600.0081133308704,1232.7743872153114,638.031000665567
labeled-data,BPN_N1_A-07032022194818-0000,img087.png,871.3811746675177,512.9079278287636,803.1870071573278,621.1093402782648,965.9437536149809,582.011350905756,995.9491873194645,715.6719192257281,1076.8729327648898,829.3288650760444
labeled-data,BPN_N1_A-07032022194818-0000,img098.png,,,802.6651557893506,616.7175465017826,889.300622395051,491.50222367323136,969.1676931721811,597.0891985989286,1102.5050909950166,697.9382964446268
labeled-data,BPN_N1_A-07032022194818-0000,img108.png,879.4971358515946,497.570478884125,806.7261932864928,620.7785839989249,963.0761369264676,578.1376902789317,985.4118431607499,708.0908901874823,1090.998818086447,826.5378171874632
labeled-data,BPN_N1_A-07032022194818-0000,img112.png,878.9711982085221,496.51860359797996,795.2199203779232,611.9796694217835,930.58783694933,532.1125986446534,923.1426015379027,658.0047610560617,1009.101228560746,796.0800359588967
labeled-data,BPN_N1_A-07032022194818-0000,img123.png,878.9711982085221,496.51860359797996,835.8302953493453,635.6690548217796,1007.7475493950319,639.0532527360648,1099.1208930807315,734.4876339189066,1236.2235173253814,810.2744937759571
labeled-data,BPN_N1_A-07032022194818-0000,img128.png,878.9711982085221,496.51860359797996,807.593214805975,621.7535880616267,960.4480032229997,584.8136808608458,989.1082760511918,714.7402510153167,1097.3804178465841,830.6551322315604
labeled-data,BPN_N1_A-07032022194818-0000,img132.png,878.9711982085221,496.51860359797996,794.2184208194853,612.2001637855627,927.9663606843819,532.5882948183623,920.9605162152682,663.1517599245709,1011.3995993620078,796.8996997894675
labeled-data,BPN_N1_A-07032022194818-0000,img144.png,878.9711982085221,496.51860359797996,833.7059078272167,638.3128568068043,1000.5723851824686,652.9614406967693,1085.2794137635697,761.2335824921618,1220.3011435319413,847.8512959284757
labeled-data,BPN_N1_A-07032022194818-0000,img168.png,878.9711982085221,496.51860359797996,823.5155885994151,633.8545921446412,985.9238012925036,643.4080164207053,1043.2443469488878,770.1501118164881,1156.6116483581811,876.5115687566678
labeled-data,BPN_N1_A-07032022194818-0000,img169.png,878.9711982085221,496.51860359797996,817.7835340337766,629.396327482478,977.6441669199148,626.8487476755276,1029.8695529623983,755.5015279265233,1139.415484661266,864.4105646736533
labeled-data,BPN_N1_A-07032022194818-0000,img174.png,878.9711982085221,496.51860359797996,813.3252693716134,622.3904830133644,954.0790537056236,580.9923111504202,976.3703770164396,709.0081964496783,1070.6308298736049,836.3871867971989
labeled-data,BPN_N1_A-07032022194818-0000,img203.png,878.9711982085221,496.51860359797996,,,954.7159486573612,565.7068323087177,962.99558302995,694.996507511451,1057.8929308388529,820.4648130037588
labeled-data,BPN_N1_A-07032022194818-0000,img206.png,878.9711982085221,496.51860359797996,806.3194249024998,606.4681092199244,928.6032556361195,533.8620847218376,920.9605162152682,667.6100245867342,998.6617003272557,798.1734896929427
