scorer,,,BidayeLab,BidayeLab,BidayeLab,BidayeLab,BidayeLab,BidayeLab,BidayeLab,BidayeLab,BidayeLab,BidayeLab
bodyparts,,,R-M-ThC,R-M-ThC,R-M-CTr,R-M-CTr,R-M-FeTi,R-M-FeTi,R-M-TiTa,R-M-TiTa,R-M-TaG,R-M-TaG
coords,,,x,y,x,y,x,y,x,y,x,y
labeled-data,BPN_N3_A-07032022200219-0000,img052.png,,,,,767.6741671132024,517.8691420800867,,,,
labeled-data,BPN_N3_A-07032022200219-0000,img054.png,,,,,764.2478054216245,552.1327589958657,776.2400713421472,707.1756255397657,,
labeled-data,BPN_N3_A-07032022200219-0000,img055.png,,,,,757.3950820384688,587.2529663345392,765.104395844519,750.8617371073841,752.2555395011019,886.2030239247111
labeled-data,BPN_N3_A-07032022200219-0000,img069.png,,,783.9493851481975,657.4933810118862,807.9339169892428,573.5475195682276,879.8875125123787,761.1408221821177,966.4031452247207,903.3348323826007
labeled-data,BPN_N3_A-07032022200219-0000,img084.png,,,783.0927947253031,672.0554182010922,852.4766189797556,695.1833596192431,941.5620229607811,833.0944177052536,1090.6087565444197,978.7147895973145
labeled-data,BPN_N3_A-07032022200219-0000,img095.png,,,789.9455181084588,657.4933810118862,811.3602786808208,543.566854766921,875.6045603979064,722.5942531518664,992.1008579115551,882.7766622331333
labeled-data,BPN_N3_A-07032022200219-0000,img108.png,,,788.23233726267,654.9236097432029,793.3718798000367,511.8730091198254,884.1704646268512,656.6367905889917,994.6706291802385,686.6174553902983
labeled-data,BPN_N3_A-07032022200219-0000,img111.png,,,783.0927947253031,659.2065618576752,819.9261829097654,578.6870621055945,936.4224804234142,708.0322159626603,1040.92651201654,717.4547106144995
labeled-data,BPN_N3_A-07032022200219-0000,img118.png,,,780.5230234566196,655.7802001660973,804.5075552976649,557.2723015332326,879.8875125123787,736.299699918178,968.1163260705098,900.7650611139172
labeled-data,BPN_N3_A-07032022200219-0000,img126.png,,,778.8098426108306,656.6367905889917,783.9493851481975,511.01641869693094,814.7866403723987,691.7569979276652,854.1897998255445,845.9432740486709
labeled-data,BPN_N3_A-07032022200219-0000,img129.png,,,,,778.8098426108306,497.3109719306193,803.6509648747705,682.334503275826,843.0541243279163,839.9471410884096
labeled-data,BPN_N3_A-07032022200219-0000,img138.png,,,775.3834809192527,654.0670193203083,762.5346245758357,488.74506770167454,753.1121299239963,668.6290565095144,717.1353321624284,832.2378272823593
labeled-data,BPN_N3_A-07032022200219-0000,img148.png,,,784.805975571092,657.4933810118862,792.5152893771423,537.5707218066597,834.4882200989716,718.3113010373941,908.1549964678965,890.4859760391836
labeled-data,BPN_N3_A-07032022200219-0000,img159.png,,,,,767.6741671132024,516.1559612342978,776.2400713421472,693.4701787734542,782.2362043024085,851.0828165860377
labeled-data,BPN_N3_A-07032022200219-0000,img160.png,,,,,762.5346245758357,511.8730091198254,768.530757536097,689.1872266589819,771.9571192276749,847.6564548944598
labeled-data,BPN_N3_A-07032022200219-0000,img167.png,,,789.9455181084588,654.9236097432029,807.9339169892428,562.4118440705995,868.7518370147505,744.8656041471227,979.252001568138,921.3232312633847
labeled-data,BPN_N3_A-07032022200219-0000,img177.png,,,,,774.5268904963583,522.1520941945591,807.9339169892428,706.3190351168714,862.7557040544892,881.0634813873444
labeled-data,BPN_N3_A-07032022200219-0000,img181.png,,,,,760.8214437300467,505.87687615956406,775.3834809192527,684.9042745445095,792.5152893771423,862.2184920836659
labeled-data,BPN_N3_A-07032022200219-0000,img183.png,,,,,753.9687203468909,498.16756235351374,786.519156416881,663.4895139721475,789.9455181084588,788.551715714741
labeled-data,BPN_N3_A-07032022200219-0000,img193.png,,,789.0889276855644,659.2065618576752,801.081193606087,564.9816153392828,856.7595710942279,735.4431094952836,944.988384652359,911.9007366115454
labeled-data,BPN_N3_A-07032022200219-0000,img199.png,,,,,778.8098426108306,530.7179984235039,817.3564116410821,709.7453968084492,885.8836454726401,882.7766622331333
labeled-data,BPN_N3_A-07032022200219-0000,img239.png,,,789.0889276855644,655.7802001660973,802.794374451876,563.2684344934939,873.8913795521174,746.5787849929117,962.9767835331429,927.3193642236461
labeled-data,BPN_N3_A-07032022200219-0000,img247.png,,,,,767.6741671132024,537.5707218066597,781.3796138795141,714.8849393458161,805.3641457205593,895.6255185765505
labeled-data,BPN_N3_A-07032022200219-0000,img256.png,,,780.5230234566196,653.2104288974139,729.9841885058455,566.6947961850718,699.1469332816444,731.1601573808111,665.7399067887599,909.3309653428621
labeled-data,BPN_N3_A-07032022200219-0000,img269.png,,,,,763.3912149987301,549.5629877271823,769.3873479589914,726.0206148434443,793.3718798000367,900.7650611139172
labeled-data,BPN_N3_A-07032022200219-0000,img283.png,,,791.6586989542478,662.6329235492531,810.5036882579262,558.1288919561271,908.1549964678965,710.6019872313437,1034.0737886333845,846.7998644715653
labeled-data,BPN_N3_A-07032022200219-0000,img290.png,,,785.6625659939865,660.9197427034642,793.3718798000367,540.1404930753431,834.4882200989716,726.0206148434443,908.1549964678965,896.4821089994449
labeled-data,BPN_N3_A-07032022200219-0000,img297.png,,,,,774.5268904963583,532.4311792692928,791.6586989542478,710.6019872313437,819.069592486871,873.3541675812941
labeled-data,BPN_N3_A-07032022200219-0000,img301.png,,,,,764.2478054216245,521.2955037716646,770.2439383818859,704.6058542710823,785.6625659939865,877.6371196957664
labeled-data,BPN_N3_A-07032022200219-0000,img307.png,,,,,760.8214437300467,514.4427803885088,766.817576690308,698.609721310821,759.1082628842577,853.6525878547211
labeled-data,BPN_N3_A-07032022200219-0000,img321.png,,,787.3757468397754,653.2104288974139,759.9648533071522,467.3303071293127,829.3486775616047,634.3654395937353,903.0154539305296,747.4353754158062
labeled-data,BPN_N3_A-07032022200219-0000,img342.png,,,790.8021085313533,658.3499714347806,795.9416510687201,535.0009505379762,866.1820657460672,701.1794925795045,987.8179057970827,868.2146250439272
labeled-data,BPN_N3_A-07032022200219-0000,img345.png,,,795.0850606458257,653.2104288974139,787.3757468397754,525.578455886137,861.0425232087003,687.4740458131929,990.3876770657662,853.6525878547211
labeled-data,BPN_N3_A-07032022200219-0000,img352.png,,,785.6625659939865,659.2065618576752,801.9377840289815,580.4002429513835,895.3061401244794,725.1640244205498,999.8101717176054,812.5362475557863
labeled-data,BPN_N3_A-07032022200219-0000,img364.png,,,782.2362043024085,660.0631522805697,785.6625659939865,535.0009505379762,821.6393637555544,711.4585776542383,896.1627305473738,893.9123377307615
labeled-data,BPN_N3_A-07032022200219-0000,img371.png,,,,,775.3834809192527,517.0125516571923,785.6625659939865,696.8965404650321,798.5114223374036,845.9432740486709
labeled-data,BPN_N3_A-07032022200219-0000,img378.png,,,782.2362043024085,658.3499714347806,767.6741671132024,491.314838970358,825.0657254471323,629.2258970563685,894.4495497015848,696.8965404650321
labeled-data,BPN_N3_A-07032022200219-0000,img396.png,,,,,778.8098426108306,511.8730091198254,787.3757468397754,696.8965404650321,791.6586989542478,847.6564548944598
labeled-data,BPN_N3_A-07032022200219-0000,img409.png,,,784.805975571092,652.3538384745193,777.9532521879362,495.5977910848304,826.7789062929213,640.3615725539967,862.7557040544892,683.1910936987206
labeled-data,BPN_N3_A-07032022200219-0000,img424.png,,,783.0927947253031,653.2104288974139,783.0927947253031,522.1520941945591,830.2052679844992,702.036083002399,894.4495497015848,876.780529272872
labeled-data,BPN_N3_A-07032022200219-0000,img437.png,,,783.0927947253031,661.7763331263586,817.3564116410821,588.9661471803282,882.4572837810622,767.9935455652735,986.9613153741882,928.1759546465405
labeled-data,BPN_N3_A-07032022200219-0000,img440.png,,,782.2362043024085,659.2065618576752,800.2246031831926,558.1288919561271,861.0425232087003,735.4431094952836,969.8295069162987,911.9007366115454
labeled-data,BPN_N3_A-07032022200219-0000,img459.png,,,779.6664330337252,653.2104288974139,766.817576690308,505.87687615956406,814.7866403723987,669.4856469324088,864.4688849002782,785.125354023163
