scorer,,,BidayeLab,BidayeLab,BidayeLab,BidayeLab,BidayeLab,BidayeLab,BidayeLab,BidayeLab,BidayeLab,BidayeLab
bodyparts,,,R-H-ThC,R-H-ThC,R-H-CTr,R-H-CTr,R-H-FeTi,R-H-FeTi,R-H-TiTa,R-H-TiTa,R-H-TaG,R-H-TaG
coords,,,x,y,x,y,x,y,x,y,x,y
labeled-data,BPN_N1_A-07032022194818-0000,img051.png,706.7006592969399,492.58818096564266,654.5252635766863,563.1784222342209,550.1744721361795,500.26103327744465,527.1559152007735,658.3217909005655,387.5100031259774,817.9171189860467
labeled-data,BPN_N1_A-07032022194818-0000,img062.png,706.44308312443,491.9918117019853,661.3855392217113,561.4555252186766,636.0406707764319,440.36337598011994,554.3738724527541,599.9421773022489,418.2625419132913,649.6932153615008
labeled-data,BPN_N1_A-07032022194818-0000,img087.png,706.44308312443,491.9918117019853,651.0598520773381,567.0877182065165,578.7800420667268,496.6853058585184,604.1249105120062,640.3062270484345,476.461869454303,798.00763070795
labeled-data,BPN_N1_A-07032022194818-0000,img098.png,706.44308312443,491.9918117019853,648.2437555834183,567.0877182065165,484.9101589360628,597.1260808083289,370.38890151665265,740.747001998245,210.81010019452373,905.0192974769071
labeled-data,BPN_N1_A-07032022194818-0000,img108.png,,,,,569.3930537536605,506.07229417158476,565.6382584284338,664.7123966624072,431.40432555158424,820.5364026593095
labeled-data,BPN_N1_A-07032022194818-0000,img112.png,706.44308312443,491.9918117019853,652.9372497399515,563.33292288129,530.9064016700881,523.907571966411,495.2358460804358,686.3024697824599,354.4310213844397,840.2490781167489
labeled-data,BPN_N1_A-07032022194818-0000,img123.png,706.44308312443,491.9918117019853,651.0598520773381,552.0685369056102,603.1862116806994,453.5051596184129,497.11324374304917,599.0034784709422,368.5115038540394,628.103142241448
labeled-data,BPN_N1_A-07032022194818-0000,img128.png,706.44308312443,491.9918117019853,,,584.4122350545667,498.56270352113165,580.6574397293402,661.8963001684872,470.8296764664631,814.9042096714696
labeled-data,BPN_N1_A-07032022194818-0000,img132.png,706.44308312443,491.9918117019853,655.7533462338713,562.3942240499833,553.4351736214476,512.6431859907312,514.9485215378752,684.4250721198466,384.46938398625224,838.3716804541357
labeled-data,BPN_N1_A-07032022194818-0000,img144.png,706.44308312443,491.9918117019853,657.6307438964845,554.8846333995301,559.0673666092873,505.13359534027813,404.1820594436917,612.1452621092352,253.99024643462923,652.5093118554207
labeled-data,BPN_N1_A-07032022194818-0000,img168.png,706.44308312443,491.9918117019853,664.201635715631,562.3942240499832,618.2053929816057,468.5243409193191,590.0444280424065,634.6740340605945,489.60365309259595,807.3946190210165
labeled-data,BPN_N1_A-07032022194818-0000,img169.png,706.44308312443,491.9918117019853,663.2629368843245,556.7620310621435,596.615319861553,499.5014023524383,593.7992233676332,659.0802036745672,477.4005682856096,825.2298968158427
labeled-data,BPN_N1_A-07032022194818-0000,img174.png,706.44308312443,491.9918117019853,661.3855392217113,559.5781275560634,568.4543549223538,509.82708949681137,531.8451005013949,669.4058908189403,422.0173372385179,832.7394874662958
labeled-data,BPN_N1_A-07032022194818-0000,img203.png,706.44308312443,491.9918117019853,664.201635715631,566.1490193752098,556.2512701153676,537.9880544360105,511.19372621264876,706.9538440712059,386.3467816488655,859.9617535741884
labeled-data,BPN_N1_A-07032022194818-0000,img206.png,706.44308312443,491.9918117019853,660.4468403904045,567.0877182065165,537.4772934892346,565.2103205439032,468.01357997254325,737.9309055043251,333.77964709569363,886.2453208507743
labeled-data,BPN_N1_A-07032022194818-0000,img207.png,706.44308312443,491.9918117019853,654.8146474025648,568.9651158691297,528.0903051761682,584.9229960013427,446.42350685249056,752.0113879739247,312.18957397564094,897.509706826454
labeled-data,BPN_N1_A-07032022194818-0000,img215.png,706.44308312443,491.9918117019853,648.2437555834183,572.7199111943563,502.7454367308889,602.7582737961689,373.2049980105725,738.8696043356317,216.44229318236358,860.9004524054951
labeled-data,BPN_N1_A-07032022194818-0000,img223.png,706.44308312443,491.9918117019853,660.4468403904045,565.2103205439032,550.6190771275276,538.9267532673173,494.2971472491292,721.9730253721123,376.0210945044925,862.7778500681084
labeled-data,BPN_N1_A-07032022194818-0000,img224.png,706.44308312443,491.9918117019853,656.692045065178,566.1490193752098,552.4964747901408,537.049355604704,485.84885776736945,711.647338227739,364.7567085288128,865.5939465620282
labeled-data,BPN_N1_A-07032022194818-0000,img238.png,706.44308312443,491.9918117019853,645.4276590894983,583.0455983387294,494.2971472491292,659.0802036745672,373.2049980105725,795.1915342140302,228.64537798934992,935.0576600787197
labeled-data,BPN_N1_A-07032022194818-0000,img263.png,706.44308312443,491.9918117019853,659.508141559098,568.0264170378231,514.9485215378752,579.2908030135028,428.58822905766436,745.4404961547782,294.35429618081474,884.3679231881611
labeled-data,BPN_N1_A-07032022194818-0000,img278.png,706.44308312443,491.9918117019853,664.201635715631,565.2103205439032,592.8605245363265,491.05311287067855,529.9677028387816,662.8349989997938,398.5498664558518,804.5785225270965
labeled-data,BPN_N1_A-07032022194818-0000,img283.png,706.44308312443,491.9918117019853,660.4468403904045,567.0877182065165,569.3930537536605,527.6623672916376,522.4581121883284,703.1990487459793,419.2012407445979,857.1456570802685
labeled-data,BPN_N1_A-07032022194818-0000,img284.png,706.44308312443,491.9918117019853,665.1403345469378,565.2103205439032,561.8834631032073,531.4171626168641,513.071123875262,706.0151452398993,411.6916500941448,859.0230547428818
labeled-data,BPN_N1_A-07032022194818-0000,img305.png,706.44308312443,491.9918117019853,667.9564310408578,561.4555252186766,588.1670303797932,510.765788328118,582.5348373919535,676.9154814693934,475.52317062299636,832.7394874662958
labeled-data,BPN_N1_A-07032022194818-0000,img313.png,706.44308312443,491.9918117019853,,,537.4772934892346,533.2945602794773,492.41974958651593,701.3216510833661,346.9214307339866,847.758668767202
labeled-data,BPN_N1_A-07032022194818-0000,img321.png,706.44308312443,491.9918117019853,652.9372497399515,576.4747065195829,477.4005682856096,647.8158176988875,360.06321437227956,788.6206423948837,177.0169422674847,929.4254670908798
labeled-data,BPN_N1_A-07032022194818-0000,img322.png,706.44308312443,491.9918117019853,645.4276590894983,580.2295018448094,476.461869454303,657.202806011954,342.2279365774535,793.3141365514168,166.69125512311166,932.2415635847997
labeled-data,BPN_N1_A-07032022194818-0000,img337.png,706.44308312443,491.9918117019853,,,539.3546911518479,530.4784637855574,496.17454491174243,692.8733616016063,350.6762260592132,847.758668767202
labeled-data,BPN_N1_A-07032022194818-0000,img344.png,706.44308312443,491.9918117019853,649.1824544147248,568.9651158691297,503.68413556219565,562.3942240499832,419.2012407445979,719.1569288781923,269.00942773553544,875.9196337064013
labeled-data,BPN_N1_A-07032022194818-0000,img348.png,706.44308312443,491.9918117019853,645.4276590894983,573.6586100256629,483.03276127344947,625.2870457475282,364.7567085288128,765.1531716122176,255.86764409724248,873.1035372124813
labeled-data,BPN_N1_A-07032022194818-0000,img352.png,706.44308312443,491.9918117019853,643.5502614268851,578.3521041821962,476.461869454303,659.0802036745672,346.9214307339866,787.6819435635771,178.89433993009794,933.1802624161064
labeled-data,BPN_N1_A-07032022194818-0000,img388.png,706.44308312443,491.9918117019853,647.3050567521116,567.0877182065165,510.25502738134213,547.375042749077,370.38890151665265,670.3445896502469,183.58783408663118,762.3370751182977
labeled-data,BPN_N1_A-07032022194818-0000,img393.png,706.44308312443,491.9918117019853,666.0790333782445,561.4555252186766,580.6574397293402,522.0301743037977,555.3125712840608,693.812060432913,425.7721325637444,839.3103792854423
labeled-data,BPN_N1_A-07032022194818-0000,img403.png,706.44308312443,491.9918117019853,652.9372497399515,567.0877182065165,505.5615332248089,588.6777913265691,406.99815593761167,741.6857008295517,262.43853591638896,897.509706826454
labeled-data,BPN_N1_A-07032022194818-0000,img408.png,706.44308312443,491.9918117019853,646.3663579208051,576.4747065195829,499.92934023696904,657.202806011954,362.87931086619955,790.498040057497,200.4844130501507,938.8124554039462
labeled-data,BPN_N1_A-07032022194818-0000,img413.png,706.44308312443,491.9918117019853,647.3050567521116,566.1490193752098,486.7875565986761,574.5973088569696,342.2279365774535,688.1798674450731,141.34638667783236,789.5593412261903
labeled-data,BPN_N1_A-07032022194818-0000,img417.png,706.44308312443,491.9918117019853,660.4468403904045,568.0264170378231,575.0252467415003,531.4171626168641,523.3968110196352,697.5668557581396,376.95979333579913,860.900452405495
labeled-data,BPN_N1_A-07032022194818-0000,img435.png,706.44308312443,491.9918117019853,649.1824544147248,576.4747065195829,488.6649542612893,652.5093118554207,355.36972021574644,784.8658470696571,227.7066791580433,910.651490464747
labeled-data,BPN_N1_A-07032022194818-0000,img437.png,706.44308312443,491.9918117019853,646.3663579208051,571.7812123630497,478.33926711691635,594.3099843144091,338.47314125222687,721.0343265408055,158.24296564135187,844.0038734419754
labeled-data,BPN_N1_A-07032022194818-0000,img450.png,706.44308312443,491.9918117019853,,,575.963945572807,508.88839066550474,529.9677028387816,685.3637709511531,436.09781970811747,840.2490781167489
labeled-data,BPN_N1_A-07032022194818-0000,img457.png,706.44308312443,491.9918117019853,661.3855392217113,566.1490193752098,561.8834631032073,518.2753789785711,518.7033168631019,679.7315779633134,406.99815593761167,836.4942827915223
labeled-data,BPN_N1_A-07032022194818-0000,img490.png,706.44308312443,491.9918117019853,659.508141559098,564.2716217125965,502.7454367308889,597.1260808083289,392.91767346801197,743.563098492165,269.94812656684206,882.4905255255478
labeled-data,BPN_N1_A-07032022194818-0000,img493.png,706.44308312443,491.9918117019853,652.9372497399515,575.5360076882762,488.6649542612893,642.1836247110477,361.9406120348929,774.5401599252841,199.54571421884407,931.302864753493
labeled-data,BPN_N1_A-07032022194818-0000,img494.png,706.44308312443,491.9918117019853,646.3663579208051,582.1068995074227,481.1553636108362,654.386709518034,351.61492489051983,782.9884494070438,211.7487990258304,917.2223822838935
labeled-data,BPN_N1_A-07032022194818-0000,img499.png,706.44308312443,491.9918117019853,653.875948571258,565.2103205439032,538.4159923205414,539.8654520986238,391.97897463670535,648.7545165301942,232.40017331457648,704.1377475772861
