scorer,,,BidayeLab,BidayeLab,BidayeLab,BidayeLab,BidayeLab,BidayeLab,BidayeLab,BidayeLab,BidayeLab,BidayeLab
bodyparts,,,R-F-ThC,R-F-ThC,R-F-CTr,R-F-CTr,R-F-FeTi,R-F-FeTi,R-F-TiTa,R-F-TiTa,R-F-TaG,R-F-TaG
coords,,,x,y,x,y,x,y,x,y,x,y
labeled-data,BPN_N2_A-07032022195720-0000,img052.png,936.8862286509993,530.9524425246526,854.019423683538,644.5106567393219,1016.6838926937401,590.800690556708,1038.1678791667855,715.1008980079001,1136.3803887578508,844.0048168461735
labeled-data,BPN_N2_A-07032022195720-0000,img053.png,936.3176002465443,529.7737517267637,857.160656244871,646.9002867536301,1016.7616490287328,587.6934668499395,1034.1375635656855,717.0474972916985,1140.323707958174,847.045080123715
labeled-data,BPN_N2_A-07032022195720-0000,img057.png,936.3176002465443,529.7737517267637,860.3784181961585,646.9002867536301,1007.1083631748702,576.7530762155618,1019.3358585897628,704.8200018768058,1119.0864790796763,837.3917942698524
labeled-data,BPN_N2_A-07032022195720-0000,img069.png,936.3176002465443,529.7737517267637,,,984.5840295158574,561.3078188493816,1105.5718788842687,638.5341056802826,1265.1728716681305,700.3151351450033
labeled-data,BPN_N2_A-07032022195720-0000,img082.png,936.3176002465443,529.7737517267637,866.0584770573835,645.2053029064623,1016.1171412960479,595.5940710561283,1028.9793125165047,726.0532362921917,1129.4267449048352,858.9623389035802
labeled-data,BPN_N2_A-07032022195720-0000,img085.png,936.3176002465443,529.7737517267637,862.3835709943958,640.9179124996433,1003.2549700755909,566.1948225522267,1007.5423604824099,707.066221633422,1072.465700928526,822.8257626175345
labeled-data,BPN_N2_A-07032022195720-0000,img110.png,936.3176002465443,529.7737517267637,856.2587275560829,638.4679751243182,980.5930493538335,546.5953235496257,981.8180180414961,680.7293948486767,1068.7907948655384,820.3758252422093
labeled-data,BPN_N2_A-07032022195720-0000,img118.png,,,,,915.0572245638862,511.68371595124256,979.9805650100022,628.6682256230176,1112.2771832775593,731.5655953866733
labeled-data,BPN_N2_A-07032022195720-0000,img128.png,936.3176002465443,528.4866469462488,858.0961805875768,644.592818562631,1015.5046569522166,590.694196305478,1032.6542185794924,728.5031736675169,1130.0392292486665,856.512401528255
labeled-data,BPN_N2_A-07032022195720-0000,img134.png,,,852.5838214930952,634.7930690613305,940.7815670048001,507.3963255444236,,,981.2055336976648,784.8517332999949
labeled-data,BPN_N2_A-07032022195720-0000,img157.png,,,850.1338841177701,644.592818562631,942.6190200362939,507.3963255444236,902.1950533434292,624.3808352161986,,
labeled-data,BPN_N2_A-07032022195720-0000,img163.png,936.3176002465443,528.4866469462488,884.433007372322,655.6175367515941,995.2926736057843,571.7071816467082,1109.214761558403,662.3548645337382,1260.49839448473,734.0155327619984
labeled-data,BPN_N2_A-07032022195720-0000,img164.png,936.3176002465443,528.4866469462488,893.6202725297912,661.742380189907,1027.7543438288421,591.9191649931406,1138.0015257184732,688.6916913184834,1285.6102525818123,762.1898125782375
labeled-data,BPN_N2_A-07032022195720-0000,img168.png,936.3176002465443,528.4866469462488,878.9206482778404,653.7800837201003,1033.266702923324,623.1558665285361,1065.1158888025507,757.9024221714185,1169.2382272538687,881.6242596253377
labeled-data,BPN_N2_A-07032022195720-0000,img176.png,,,848.9089154301075,638.4679751243182,945.0689574116191,506.7838412005923,918.7321306268739,645.8177872502936,949.356347818438,789.1391237068138
labeled-data,BPN_N2_A-07032022195720-0000,img190.png,936.3176002465443,528.4866469462488,874.6332578710214,653.167599376269,1035.1041559548175,620.0934448093797,1064.5034044587192,757.9024221714185,1171.6881646291938,878.5618379061813
